Wavelength,Abs,
800.0245972,0.04609282687,
799.7468262,0.04424033314,
799.4689941,0.04455658793,
799.1911621,0.04643373936,
799.0521851,0.04572537541,
798.774292,0.04639611766,
798.4963989,0.04591161013,
798.2184448,0.04508762807,
797.9404297,0.0454255417,
797.8014526,0.04480921477,
797.5233765,0.04371796921,
797.2453003,0.04484020919,
796.9672241,0.04413432628,
796.6890869,0.0443377085,
796.5500488,0.04595465586,
796.2718506,0.04565687478,
795.9936523,0.04448439926,
795.7153931,0.04592924565,
795.4371338,0.04467061535,
795.2979736,0.04481239989,
795.0196533,0.04329532012,
794.741333,0.04583125561,
794.4629517,0.04524258897,
794.1845703,0.04408696294,
794.0453491,0.04754463211,
793.7669067,0.04481819645,
793.4884033,0.04411045462,
793.2098999,0.04485918209,
792.9313965,0.04480941594,
792.7921143,0.043768242,
792.5134888,0.04480964318,
792.2348633,0.04469047114,
791.9562378,0.04320275038,
791.8168945,0.04407956824,
791.538208,0.04566719756,
791.2594604,0.04492804408,
790.9807129,0.043813508,
790.7019653,0.04525436834,
790.562561,0.04613381624,
790.2836914,0.0466622673,
790.0048218,0.04476169124,
789.7259521,0.04488685355,
789.4470215,0.04433145747,
789.3075562,0.04579178616,
789.0285645,0.04585659876,
788.7495728,0.04523018003,
788.4705811,0.04571062326,
788.1915283,0.0454656072,
788.0519409,0.04428854585,
787.7728271,0.04561196268,
787.4937134,0.04451654851,
787.2145386,0.04385835305,
786.9353638,0.04441142082,
786.7957764,0.04459605739,
786.5164795,0.04354941472,
786.2372437,0.04523400217,
785.9579468,0.04410624504,
785.8182983,0.04406392574,
785.5389404,0.04456780478,
785.2595215,0.04410942644,
784.9801636,0.04512533918,
784.7006836,0.04348342866,
784.5609741,0.0430242233,
784.2814941,0.04317221418,
784.0019531,0.0449167341,
783.7224121,0.04534892738,
783.4428711,0.04593433812,
783.3030396,0.04668108746,
783.0234375,0.04493849352,
782.7437744,0.04460658506,
782.4641113,0.04289236665,
782.1843872,0.04592144862,
782.0445557,0.04551507533,
781.7647705,0.04541065171,
781.4849854,0.04502517357,
781.2052002,0.04445893317,
781.0652466,0.04417779669,
780.7854004,0.04408171773,
780.5054932,0.04516419768,
780.2255859,0.04569676146,
779.9456177,0.04529019445,
779.8056641,0.04687522724,
779.5256348,0.04604714736,
779.2456055,0.04535490274,
778.9655762,0.04579607397,
778.6854858,0.04612227529,
778.5454102,0.04617835209,
778.2653198,0.04487321898,
777.9851685,0.04629300907,
777.7049561,0.04523175955,
777.5648804,0.04532289132,
777.2846069,0.04704141617,
777.0043335,0.04409458116,
776.7240601,0.04541599751,
776.4437256,0.0461948514,
776.3035278,0.0450761728,
776.0231934,0.04542246461,
775.7427979,0.04416521639,
775.4623413,0.04637820274,
775.1818848,0.04587616399,
775.041626,0.04525175318,
774.7611694,0.04564169049,
774.4805908,0.04593874142,
774.2000732,0.04683947191,
774.0597534,0.04671533033,
773.7791748,0.04655007645,
773.4985352,0.04507815465,
773.2178345,0.04631662369,
772.9371338,0.04538470134,
772.796814,0.04558493569,
772.5160522,0.04575128853,
772.2352905,0.04597263783,
771.9544678,0.04538435861,
771.8140259,0.04529766738,
771.5332031,0.04543450847,
771.2523193,0.04467509314,
770.9714355,0.0448095873,
770.6904907,0.04590752348,
770.5499878,0.04748181999,
770.269043,0.04593059793,
769.9880371,0.04483409598,
769.7069702,0.04544925317,
769.5664673,0.04602602124,
769.2853394,0.04591888934,
769.0042725,0.04405578971,
768.7230835,0.04434504732,
768.4419556,0.0449572131,
768.3013306,0.046179533,
768.0201416,0.04567398503,
767.7388916,0.04431850091,
767.4575806,0.044432953,
767.3169556,0.04489586502,
767.0356445,0.04551748931,
766.7542725,0.04507169127,
766.4729004,0.04379506782,
766.1914673,0.04513656721,
766.0507813,0.04574317858,
765.7692871,0.0452320762,
765.487854,0.04399958253,
765.2062988,0.04518795386,
765.0655518,0.04494914412,
764.7839966,0.04513740167,
764.5023804,0.04567467421,
764.2207642,0.04447582364,
763.9391479,0.04501096159,
763.7982788,0.04485214874,
763.5166016,0.04482496902,
763.2349243,0.04436938837,
762.953125,0.04523652792,
762.8122559,0.04461157694,
762.5304565,0.0464556627,
762.2486572,0.04596325755,
761.9667969,0.0452801697,
761.6849365,0.04532022029,
761.5439453,0.0441069603,
761.2620239,0.04550883919,
760.9801025,0.04491782561,
760.6981201,0.04425245523,
760.5571289,0.04472889006,
760.2750854,0.04496958852,
759.993042,0.04498431459,
759.7109375,0.04628877714,
759.5698853,0.04504139721,
759.2877197,0.04411976784,
759.0056152,0.04445873201,
758.7233887,0.04398164898,
758.4411621,0.04561017826,
758.3000488,0.04520392418,
758.0178223,0.04450642318,
757.7355347,0.04531956092,
757.453186,0.04480783641,
757.3120117,0.04441190884,
757.0296631,0.04567490518,
756.7472534,0.04437609762,
756.4648438,0.04337431863,
756.182373,0.04530237615,
756.0411377,0.0460158065,
755.758667,0.04566489905,
755.4761353,0.04553036764,
755.1936035,0.04518525302,
755.0523071,0.04564727098,
754.7697144,0.0454014875,
754.4870605,0.04492973909,
754.2044067,0.04486684501,
754.0630493,0.04612356797,
753.7803955,0.04431067407,
753.4976807,0.04582308605,
753.2149048,0.04553065822,
752.9321289,0.04494834319,
752.7907104,0.04494495317,
752.5078735,0.04541637376,
