3.999158e+002,5.109160e-002
4.001569e+002,5.256976e-002
4.003979e+002,5.434841e-002
4.006390e+002,5.634055e-002
4.008800e+002,5.847491e-002
4.011211e+002,6.070654e-002
4.013622e+002,6.300538e-002
4.016032e+002,6.534488e-002
4.018443e+002,6.770229e-002
4.020853e+002,7.005764e-002
4.023264e+002,7.239968e-002
4.025674e+002,7.473011e-002
4.028085e+002,7.705594e-002
4.030496e+002,7.937658e-002
4.032906e+002,8.167410e-002
4.035317e+002,8.390887e-002
4.037727e+002,8.603469e-002
4.040138e+002,8.800837e-002
4.042549e+002,8.980899e-002
4.044959e+002,9.144083e-002
4.047370e+002,9.293232e-002
4.049780e+002,9.431885e-002
4.052191e+002,9.563155e-002
4.054601e+002,9.689154e-002
4.057012e+002,9.811038e-002
4.059423e+002,9.929974e-002
4.061833e+002,1.004760e-001
4.064244e+002,1.016591e-001
4.066654e+002,1.028582e-001
4.069065e+002,1.040625e-001
4.071476e+002,1.052293e-001
4.073886e+002,1.062928e-001
4.076297e+002,1.071830e-001
4.078707e+002,1.078547e-001
4.081118e+002,1.083076e-001
4.083528e+002,1.085912e-001
4.085939e+002,1.087811e-001
4.088350e+002,1.089678e-001
4.090760e+002,1.092206e-001
4.093171e+002,1.095540e-001
4.095581e+002,1.099458e-001
4.097992e+002,1.103520e-001
4.100403e+002,1.107662e-001
4.102813e+002,1.111201e-001
4.105224e+002,1.114687e-001
4.107634e+002,1.116482e-001
4.110045e+002,1.118423e-001
4.112455e+002,1.121082e-001
4.114866e+002,1.122467e-001
4.117277e+002,1.124012e-001
4.119687e+002,1.125780e-001
4.122098e+002,1.127135e-001
4.124508e+002,1.129729e-001
4.126919e+002,1.132981e-001
4.129330e+002,1.137747e-001
4.131740e+002,1.142866e-001
4.134151e+002,1.148403e-001
4.136561e+002,1.154336e-001
4.138972e+002,1.160149e-001
4.141382e+002,1.165678e-001
4.143793e+002,1.170807e-001
4.146204e+002,1.174984e-001
4.148614e+002,1.179052e-001
4.151025e+002,1.182530e-001
4.153435e+002,1.185314e-001
4.155846e+002,1.187351e-001
4.158257e+002,1.188743e-001
4.160667e+002,1.190009e-001
4.163078e+002,1.191179e-001
4.165488e+002,1.192720e-001
4.167899e+002,1.194514e-001
4.170309e+002,1.196662e-001
4.172720e+002,1.199105e-001
4.175131e+002,1.200523e-001
4.177541e+002,1.200708e-001
4.179952e+002,1.198537e-001
4.182362e+002,1.195095e-001
4.184773e+002,1.189326e-001
4.187184e+002,1.182455e-001
4.189594e+002,1.174033e-001
4.192005e+002,1.165032e-001
4.194415e+002,1.155800e-001
4.196826e+002,1.144766e-001
4.199236e+002,1.133436e-001
4.201647e+002,1.122300e-001
4.204058e+002,1.111892e-001
4.206468e+002,1.102312e-001
4.208879e+002,1.094102e-001
4.211289e+002,1.086448e-001
4.213700e+002,1.078702e-001
4.216111e+002,1.070367e-001
4.218521e+002,1.060401e-001
4.220932e+002,1.049044e-001
4.223342e+002,1.035902e-001
4.225753e+002,1.022979e-001
4.228163e+002,1.009837e-001
4.230574e+002,9.969973e-002
4.232985e+002,9.846280e-002
4.235395e+002,9.723385e-002
4.237806e+002,9.605174e-002
4.240216e+002,9.490107e-002
4.242627e+002,9.377425e-002
4.245038e+002,9.270543e-002
4.247448e+002,9.166440e-002
4.249859e+002,9.058850e-002
4.252269e+002,8.942330e-002
4.254680e+002,8.821866e-002
4.257090e+002,8.688758e-002
4.259501e+002,8.544745e-002
4.261912e+002,8.406470e-002
4.264322e+002,8.271023e-002
4.266733e+002,8.142816e-002
4.269143e+002,8.023685e-002
4.271554e+002,7.911484e-002
4.273965e+002,7.803077e-002
4.276375e+002,7.695311e-002
4.278786e+002,7.585603e-002
4.281196e+002,7.472665e-002
4.283607e+002,7.355258e-002
4.286017e+002,7.234477e-002
4.288428e+002,7.120003e-002
4.290839e+002,7.009000e-002
4.293249e+002,6.907026e-002
4.295660e+002,6.822839e-002
4.298070e+002,6.755736e-002
4.300481e+002,6.702128e-002
4.302892e+002,6.662470e-002
4.305302e+002,6.630606e-002
4.307713e+002,6.598434e-002
4.310123e+002,6.562035e-002
4.312534e+002,6.521931e-002
4.314944e+002,6.478418e-002
4.317355e+002,6.436123e-002
4.319766e+002,6.400125e-002
4.322176e+002,6.377853e-002
4.324587e+002,6.357477e-002
4.326997e+002,6.351908e-002
4.329408e+002,6.355375e-002
4.331819e+002,6.367117e-002
4.334229e+002,6.387629e-002
4.336640e+002,6.417936e-002
4.339050e+002,6.452327e-002
4.341461e+002,6.499593e-002
4.343871e+002,6.554216e-002
4.346282e+002,6.611438e-002
4.348693e+002,6.668543e-002
4.351103e+002,6.724616e-002
4.353514e+002,6.775677e-002
4.355924e+002,6.826069e-002
4.358335e+002,6.869920e-002
4.360746e+002,6.929174e-002
4.363156e+002,6.998962e-002
4.365567e+002,7.083519e-002
4.367977e+002,7.175881e-002
4.370388e+002,7.278116e-002
4.372798e+002,7.389190e-002
4.375209e+002,7.504530e-002
4.377620e+002,7.615554e-002
4.380030e+002,7.723521e-002
4.382441e+002,7.825694e-002
4.384851e+002,7.926334e-002
4.387262e+002,8.021342e-002
4.389673e+002,8.120488e-002
4.392083e+002,8.223817e-002
4.394494e+002,8.338531e-002
4.396904e+002,8.465370e-002
4.399315e+002,8.604923e-002
4.401725e+002,8.750527e-002
4.404136e+002,8.898129e-002
4.406547e+002,9.045790e-002
4.408957e+002,9.186888e-002
4.411368e+002,9.323181e-002
4.413778e+002,9.456384e-002
4.416189e+002,9.591192e-002
4.418600e+002,9.721959e-002
